transition,change_mode,old_gene_id,new_gene_id,reason_category,reason_detail,reason_source,confidence,bbh_pid,bbh_evalue,bbh_cov,old_reaction_count,new_reaction_count,old_reaction_ids,new_reaction_ids
iDT1294Photo -> DSM123,replace,RPE_RS17860,ACXYSJ_09115,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,76.824,5.04e-121,0.6526610644257703,6,6,ADK1 | ADK2 | ADK3 | ADK4 | ADKd | DADK,ADK1 | ADK2 | ADK3 | ADK4 | ADKd | DADK
iDT1294Photo -> DSM123,replace,RPE_RS18005,ACXYSJ_08970,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,77.708,0.0,0.9651515151515152,3,3,CTBTabcpp | HPYRRx | XYLabcpp,CTBTabcpp | HPYRRx | XYLabcpp
iDT1294Photo -> DSM123,replace,RPE_RS18055,ACXYSJ_08940,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,72.24,6.9e-160,1.0,3,3,AHGDx | ARHGDx | PERD,AHGDx | ARHGDx | PERD
iDT1294Photo -> DSM123,replace,RPE_RS18105,ACXYSJ_08900,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,88.281,1.67e-169,1.0,1,1,CHOLID,CHOLID
iDT1294Photo -> DSM123,replace,RPE_RS18115,ACXYSJ_08890,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,87.023,3.9200000000000003e-169,1.0,2,2,CHOLID | DHBD,CHOLID | DHBD
iDT1294Photo -> DSM123,replace,RPE_RS18270,ACXYSJ_01120,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,80.234,0.0,1.006544502617801,1,1,FDH,FDH
iDT1294Photo -> DSM123,replace,RPE_RS18300,ACXYSJ_07830,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,91.618,0.0,0.991404011461318,2,2,ASO3t4pp | ASO4t4pp,ASO3t4pp | ASO4t4pp
iDT1294Photo -> DSM123,replace,RPE_RS18305,ACXYSJ_07825,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,85.211,5.44e-84,1.0,1,1,ASR,ASR
iDT1294Photo -> DSM123,replace,RPE_RS18415,ACXYSJ_21445,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,81.18,0.0,1.0,1,1,FE2abcpp,FE2abcpp
iDT1294Photo -> DSM123,replace,RPE_RS18445,ACXYSJ_08330,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,91.857,0.0,1.0032679738562091,7,7,14GLUCANabcpp | FE3abcpp | GLCabc | MALTHPabc | MALTabc | RIBabc | TREabc,14GLUCANabcpp | FE3abcpp | GLCabc | MALTHPabc | MALTabc | RIBabc | TREabc
iDT1294Photo -> DSM123,replace,RPE_RS18450,ACXYSJ_08325,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,90.062,0.0,1.0094043887147337,7,7,14GLUCANabcpp | FE3abcpp | GLCabc | MALTHPabc | MALTabc | RIBabc | TREabc,14GLUCANabcpp | FE3abcpp | GLCabc | MALTHPabc | MALTabc | RIBabc | TREabc
iDT1294Photo -> DSM123,replace,RPE_RS18460,ACXYSJ_08315,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,88.418,0.0,0.9915966386554622,7,7,14GLUCANabcpp | ARBabcpp | BCT1_syn | CHLabcpp | CTBTabcpp | GLYC3Pabc | NO3abcpp,14GLUCANabcpp | ARBabcpp | BCT1_syn | CHLabcpp | CTBTabcpp | GLYC3Pabc | NO3abcpp
iDT1294Photo -> DSM123,replace,RPE_RS18465,ACXYSJ_08310,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,91.231,0.0,0.9866888519134775,4,4,DHAD3 | DXYLTD | EDD | PERD,DHAD3 | DXYLTD | EDD | PERD
iDT1294Photo -> DSM123,replace,RPE_RS18470,ACXYSJ_08305,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,82.449,5.55e-149,1.0,7,7,ATHRDHr | CHOLID | DHBD | DSERDHr | LSERDHr | MSAR | PERD,ATHRDHr | CHOLID | DHBD | DSERDHr | LSERDHr | MSAR | PERD
iDT1294Photo -> DSM123,replace,RPE_RS18475,ACXYSJ_08300,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,90.0,4.04e-166,1.0040160642570282,1,1,SBTPD,SBTPD
iDT1294Photo -> DSM123,replace,RPE_RS18535,ACXYSJ_07575,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,75.472,7.849999999999998e-91,1.0,1,1,GTHPe_1,GTHPe_1
iDT1294Photo -> DSM123,replace,RPE_RS18560,ACXYSJ_07555,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,76.737,0.0,0.9978991596638656,3,3,G6PI | PGI | TALA,G6PI | PGI | TALA
iDT1294Photo -> DSM123,replace,RPE_RS18565,ACXYSJ_07550,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,82.997,0.0,1.0028901734104043,1,1,GND,GND
iDT1294Photo -> DSM123,replace,RPE_RS18570,ACXYSJ_07545,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,81.038,0.0,0.992079207920792,2,2,G6PBDH | G6PDH2r,G6PBDH | G6PDH2r
iDT1294Photo -> DSM123,replace,RPE_RS18575,ACXYSJ_07540,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,68.619,2.54e-114,0.9715447154471544,2,2,GLCBRAN3 | PGL,GLCBRAN3 | PGL
iDT1294Photo -> DSM123,replace,RPE_RS18580,ACXYSJ_07535,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,70.064,5.54e-78,0.940119760479042,1,1,GNK,GNK
iDT1294Photo -> DSM123,replace,RPE_RS18600,ACXYSJ_07515,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,78.681,0.0,1.001536098310292,1,1,AAMYLpp,AAMYLpp
iDT1294Photo -> DSM123,replace,RPE_RS18605,ACXYSJ_07510,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,77.889,0.0,0.9981834695731152,1,1,MTI,MTI
iDT1294Photo -> DSM123,replace,RPE_RS18610,ACXYSJ_07505,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,82.845,0.0,1.0013966480446927,4,4,GLBRAN2 | GLCP | GLCP2 | GLDBRAN2,GLBRAN2 | GLCP | GLCP2 | GLDBRAN2
iDT1294Photo -> DSM123,replace,RPE_RS18625,ACXYSJ_07490,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,73.04,0.0,1.0,4,4,MOTS1 | MOTS2 | MOTS3 | MOTS4,MOTS1 | MOTS2 | MOTS3 | MOTS4
iDT1294Photo -> DSM123,replace,RPE_RS18655,ACXYSJ_07455,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,66.832,4.499999999999999e-90,0.9528301886792452,4,4,BMOGDS1 | BMOGDS2 | BWCOGDS1 | BWCOGDS2,BMOGDS1 | BMOGDS2 | BWCOGDS1 | BWCOGDS2
iDT1294Photo -> DSM123,replace,RPE_RS18675,ACXYSJ_07420,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,92.644,0.0,1.0,1,1,UREA,UREA
iDT1294Photo -> DSM123,replace,RPE_RS18685,ACXYSJ_07405,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,90.099,1.5900000000000002e-64,0.9901960784313726,1,1,UREA,UREA
iDT1294Photo -> DSM123,replace,RPE_RS18690,ACXYSJ_07400,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,94.059,4.6099999999999984e-68,1.0,1,1,UREA,UREA
iDT1294Photo -> DSM123,replace,RPE_RS18695,ACXYSJ_07395,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,73.507,2.9e-137,0.9337979094076656,1,1,UREA,UREA
iDT1294Photo -> DSM123,replace,RPE_RS18700,ACXYSJ_07390,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,93.103,4.68e-157,1.0,1,1,CHLabcpp,CHLabcpp
iDT1294Photo -> DSM123,replace,RPE_RS18795,ACXYSJ_07275,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,78.091,0.0,1.0,1,1,AMPTASEPG,AMPTASEPG
iDT1294Photo -> DSM123,replace,RPE_RS18810,ACXYSJ_07260,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,87.5,0.0,0.9963369963369964,5,5,AI2abcpp | CTBTabcpp | DHBSZ3FEabcpp | FEENTERabcpp | PPNDH,AI2abcpp | CTBTabcpp | DHBSZ3FEabcpp | FEENTERabcpp | PPNDH
iDT1294Photo -> DSM123,replace,RPE_RS18825,ACXYSJ_07250,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,88.295,0.0,1.0,1,1,PPNDH,PPNDH
iDT1294Photo -> DSM123,replace,RPE_RS18830,ACXYSJ_07245,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,94.054,0.0,1.0,1,1,PPNDH,PPNDH
iDT1294Photo -> DSM123,replace,RPE_RS18835,ACXYSJ_07240,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,81.29,0.0,0.9935897435897436,1,1,PPNDH,PPNDH
iDT1294Photo -> DSM123,replace,RPE_RS18840,ACXYSJ_07235,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,82.092,0.0,0.9968404423380728,1,1,PPNDH,PPNDH
iDT1294Photo -> DSM123,replace,RPE_RS18850,ACXYSJ_07225,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,82.716,7.61e-143,0.9798387096774194,1,1,KDOCT2,KDOCT2
iDT1294Photo -> DSM123,replace,RPE_RS18865,ACXYSJ_07210,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,78.93,1.32e-176,1.0,2,2,MTHFR2 | MTHFR3_1,MTHFR2 | MTHFR3_1
iDT1294Photo -> DSM123,replace,RPE_RS18870,ACXYSJ_07205,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,85.957,0.0,1.001545595054096,2,2,METS | METS_1,METS | METS_1
iDT1294Photo -> DSM123,replace,RPE_RS18875,ACXYSJ_07190,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,85.23,0.0,1.0,1,1,GLYK,GLYK
iDT1294Photo -> DSM123,replace,RPE_RS18885,ACXYSJ_07155,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,90.932,0.0,1.0,7,7,ACOAD1f | ACOAD2f | ACOAD4f | ACOAD5f | ACOAD6f | ACOAD7f | ACOAD8f,ACOAD1f | ACOAD2f | ACOAD4f | ACOAD5f | ACOAD6f | ACOAD7f | ACOAD8f
iDT1294Photo -> DSM123,replace,RPE_RS18895,ACXYSJ_07150,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,88.636,0.0,1.0,5,5,ACACT8r | DHNCOAS | KAT1 | MACCOAT | OXDHCOAT,ACACT8r | DHNCOAS | KAT1 | MACCOAT | OXDHCOAT
iDT1294Photo -> DSM123,replace,RPE_RS18900,ACXYSJ_07145,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,80.944,0.0,0.9856887298747764,14,14,CRNCAL2 | CRNDCAL2 | CTBTCAL2 | FACOAL100t2pp | FACOAL120t2pp | FACOAL140t2pp | FACOAL141t2pp | FACOAL160 | FACOAL160t2pp | FACOAL161t2pp | FACOAL180t2pp | FACOAL181t2pp | FACOAL60t2pp | FACOAL80t2pp,CRNCAL2 | CRNDCAL2 | CTBTCAL2 | FACOAL100t2pp | FACOAL120t2pp | FACOAL140t2pp | FACOAL141t2pp | FACOAL160 | FACOAL160t2pp | FACOAL161t2pp | FACOAL180t2pp | FACOAL181t2pp | FACOAL60t2pp | FACOAL80t2pp
iDT1294Photo -> DSM123,replace,RPE_RS18905,ACXYSJ_07140,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,86.314,0.0,0.7884892086330936,14,14,CRNCAR | CRNCDH | CTECOAI6 | CTECOAI7 | CTECOAI8 | ECOAH1 | ECOAH2 | ECOAH3 | ECOAH4 | ECOAH5 | ECOAH6 | ECOAH7 | ECOAH8 | HACD1i,CRNCAR | CRNCDH | CTECOAI6 | CTECOAI7 | CTECOAI8 | ECOAH1 | ECOAH2 | ECOAH3 | ECOAH4 | ECOAH5 | ECOAH6 | ECOAH7 | ECOAH8 | HACD1i
iDT1294Photo -> DSM123,replace,RPE_RS18915,ACXYSJ_07130,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,80.827,9.599999999999999e-163,1.0,3,3,CPGNabcpp | CRNDabcpp | CRNabcpp,CPGNabcpp | CRNDabcpp | CRNabcpp
iDT1294Photo -> DSM123,replace,RPE_RS18960,ACXYSJ_16335,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,81.944,0.0,1.001739130434783,2,2,Kt2r | Kt3pp,Kt2r | Kt3pp
iDT1294Photo -> DSM123,replace,RPE_RS18985,ACXYSJ_16355,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,83.898,0.0,1.0,3,3,AI2abcpp | GALabcpp | XYLabcpp,AI2abcpp | GALabcpp | XYLabcpp
iDT1294Photo -> DSM123,replace,RPE_RS19015,ACXYSJ_16375,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,80.325,0.0,0.9855769230769232,1,1,FERULCOAS,FERULCOAS
iDT1294Photo -> DSM123,replace,RPE_RS19020,ACXYSJ_16380,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,88.848,0.0,1.0,11,11,CRNCAR | CRNCDH | ECOAH1 | ECOAH2 | ECOAH3 | ECOAH4 | ECOAH5 | ECOAH6 | ECOAH7 | ECOAH8 | ECOAH9ir,CRNCAR | CRNCDH | ECOAH1 | ECOAH2 | ECOAH3 | ECOAH4 | ECOAH5 | ECOAH6 | ECOAH7 | ECOAH8 | ECOAH9ir
iDT1294Photo -> DSM123,replace,RPE_RS19045,ACXYSJ_16390,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,78.005,0.0,1.0025641025641026,1,1,4HBHYOX,4HBHYOX
iDT1294Photo -> DSM123,replace,RPE_RS19100,ACXYSJ_06885,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,73.152,1.27e-134,0.9846743295019156,17,17,FCOAHA | FOAMtex | FOAMtrpp | G3PCtex | G3PItex | G3PStex | GLYC2Ptex | HIStex | IMPtex | METtex | OXDHCOAT | SUCCtex | TARTRDtex | THMDtex | UMPtex | URItex | XMPtex,FCOAHA | FOAMtex | FOAMtrpp | G3PCtex | G3PItex | G3PStex | GLYC2Ptex | HIStex | IMPtex | METtex | OXDHCOAT | SUCCtex | TARTRDtex | THMDtex | UMPtex | URItex | XMPtex
iDT1294Photo -> DSM123,replace,RPE_RS19125,ACXYSJ_06850,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,95.652,2.63e-177,1.0,18,18,CHOLID | HACD1 | HACD1i | HACD2 | HACD2i | HACD3 | HACD3i | HACD4 | HACD4i | HACD5 | HACD5i | HACD6 | HACD6i | HACD7 | HACD7i | HACD8 | HIBDkt | SBTPD,CHOLID | HACD1 | HACD1i | HACD2 | HACD2i | HACD3 | HACD3i | HACD4 | HACD4i | HACD5 | HACD5i | HACD6 | HACD6i | HACD7 | HACD7i | HACD8 | HIBDkt | SBTPD
iDT1294Photo -> DSM123,replace,RPE_RS19135,ACXYSJ_06835,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,86.735,0.0,1.0025575447570332,13,12,AACPS6 | ACACT5r_1 | ACACT8r | DHPACCOAHIT | KAT1 | KAT2 | KAT3 | KAT4 | KAT5 | KAT6 | KAT7 | MACCOAT | OXDHCOAT,AACPS6 | ACACT5r_1 | ACACT8r | KAT1 | KAT2 | KAT3 | KAT4 | KAT5 | KAT6 | KAT7 | MACCOAT | OXDHCOAT
iDT1294Photo -> DSM123,replace,RPE_RS19200,ACXYSJ_06780,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,91.457,9.04e-138,1.0,1,1,SPODM,SPODM
iDT1294Photo -> DSM123,replace,RPE_RS19225,ACXYSJ_23525,bbh_ortholog_replacement_pass_threshold,Reference gene replaced by DSM123 ortholog using BBH mapping and threshold filter.,"D:\Project\ai_project\DSM123\workflow1\bbh\Rpal_BisA53_vs_DSM123_parsed.csv; thresholds(pid>=65.0, cov>=0.2, e<=0.001)",direct,77.971,1.73e-164,0.9691011235955056,1,1,NNDMBRT,NNDMBRT
