gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
RPE_RS00680,ACXYSJ_01430,94.277,332,19,0,1,332,1,332,0.0,648.0,332,1.0,<=>
RPE_RS08360,ACXYSJ_16880,88.785,107,12,0,5,111,2,108,7.5900000000000005e-65,189.0,111,0.963963963963964,<=>
RPE_RS06145,ACXYSJ_10160,47.992,473,232,4,16,479,3,470,8.41e-147,431.0,564,0.8386524822695035,<=>
RPE_RS20330,ACXYSJ_19445,77.682,233,52,0,1,233,1,233,2.19e-133,372.0,241,0.966804979253112,<=>
RPE_RS04905,ACXYSJ_05875,86.486,370,50,0,1,370,1,370,0.0,670.0,370,1.0,<=>
RPE_RS13065,ACXYSJ_19145,38.122,543,278,15,25,527,5,529,1.9800000000000002e-86,274.0,533,1.0187617260787993,->
RPE_RS22885,ACXYSJ_14220,41.304,92,54,0,174,265,186,277,2.71e-15,71.2,266,0.3458646616541353,->
RPE_RS05255,ACXYSJ_05370,48.852,305,113,5,230,515,247,527,9.27e-71,232.0,515,0.5922330097087378,<=>
RPE_RS22570,ACXYSJ_21300,74.528,106,24,1,11,113,14,119,2.31e-50,152.0,113,0.9380530973451328,<=>
RPE_RS23880,ACXYSJ_22635,79.032,248,52,0,3,250,4,251,2.29e-142,396.0,250,0.992,<=>
RPE_RS04115,ACXYSJ_00960,96.667,300,10,0,1,300,1,300,0.0,597.0,300,1.0,<=>
RPE_RS15690,ACXYSJ_10940,79.31,261,54,0,1,261,1,261,1.89e-146,407.0,261,1.0,<=>
RPE_RS04710,ACXYSJ_20215,83.824,68,11,0,1,68,1,68,2.12e-38,119.0,68,1.0,<=>
RPE_RS21350,ACXYSJ_18000,60.0,135,50,1,14,144,14,148,1.17e-50,156.0,149,0.9060402684563759,<=>
RPE_RS09345,ACXYSJ_16160,81.102,127,23,1,1,127,1,126,1.2900000000000002e-73,212.0,127,1.0,<=>
RPE_RS19270,ACXYSJ_09260,92.905,451,32,0,1,451,1,451,0.0,877.0,451,1.0,<=>
RPE_RS01930,ACXYSJ_00600,78.673,211,44,1,16,225,16,226,3.96e-121,341.0,232,0.9094827586206896,<=>
RPE_RS24125,ACXYSJ_22055,75.299,251,62,0,1,251,1,251,9.679999999999999e-146,406.0,267,0.9400749063670412,<=>
RPE_RS06250,ACXYSJ_20900,79.208,101,20,1,1,100,1,101,1.0999999999999998e-54,162.0,100,1.01,<=>
RPE_RS23840,ACXYSJ_04315,87.952,249,30,0,1,249,1,249,8.3e-165,453.0,249,1.0,<=>
RPE_RS02435,ACXYSJ_00850,82.155,297,53,0,1,297,1,297,4.43e-180,496.0,298,0.9966442953020134,<=>
RPE_RS19295,ACXYSJ_18875,38.667,300,184,0,34,333,29,328,4.5300000000000005e-64,203.0,336,0.8928571428571429,<=>
RPE_RS09610,ACXYSJ_15905,71.489,235,66,1,20,253,21,255,9.219999999999999e-115,327.0,253,0.9288537549407114,<=>
RPE_RS20535,ACXYSJ_19655,93.333,120,8,0,30,149,39,158,5.76e-83,241.0,188,0.6382978723404256,<=>
RPE_RS19150,ACXYSJ_05815,36.404,673,346,18,24,633,32,685,5.06e-90,291.0,633,1.0631911532385465,->
RPE_RS19810,ACXYSJ_19380,79.412,136,28,0,4,139,2,137,6.88e-76,219.0,139,0.9784172661870504,<=>
RPE_RS14995,ACXYSJ_13690,54.183,251,81,7,1,229,1,239,2.9e-72,217.0,229,1.0960698689956332,<=>
RPE_RS08850,ACXYSJ_19780,90.774,336,31,0,1,336,1,336,0.0,628.0,336,1.0,<=>
RPE_RS24640,ACXYSJ_11145,30.405,148,82,7,43,177,91,230,0.00014,39.3,253,0.5849802371541502,->
RPE_RS01625,ACXYSJ_24215,73.538,325,86,0,29,353,1,325,0.0,502.0,353,0.9206798866855525,<=>
RPE_RS11440,ACXYSJ_07670,34.091,88,48,5,14,96,3,85,0.000139,38.9,207,0.4251207729468599,->
RPE_RS13945,ACXYSJ_11850,55.844,154,65,1,1,154,1,151,2.72e-44,143.0,203,0.7586206896551724,<=>
RPE_RS17420,ACXYSJ_06715,28.03,132,85,5,32,158,45,171,0.000444,36.2,172,0.7674418604651163,->
RPE_RS18255,ACXYSJ_23865,76.863,255,59,0,2,256,15,269,4.67e-156,432.0,257,0.9922178988326849,<=>
RPE_RS07090,ACXYSJ_04980,69.333,150,46,0,4,153,3,152,5.9e-73,213.0,155,0.967741935483871,<=>
RPE_RS21980,ACXYSJ_20555,72.727,198,51,2,1,195,1,198,4.76e-98,280.0,195,1.0153846153846153,<=>
RPE_RS06915,ACXYSJ_04820,71.901,363,100,1,6,368,9,369,2.1399999999999998e-172,482.0,368,0.9864130434782609,<=>
RPE_RS01875,ACXYSJ_00665,71.179,458,129,3,65,522,55,509,0.0,630.0,530,0.8641509433962264,<=>
RPE_RS15475,ACXYSJ_03860,88.889,126,14,0,1,126,1,126,4.66e-72,208.0,126,1.0,<=>
RPE_RS13720,ACXYSJ_12995,86.994,346,45,0,1,346,1,346,0.0,624.0,346,1.0,<=>
RPE_RS09550,ACXYSJ_15955,75.943,212,46,2,1,207,5,216,2.97e-100,286.0,209,1.014354066985646,<=>
RPE_RS10095,ACXYSJ_12105,56.752,622,268,1,11,631,14,635,0.0,695.0,631,0.9857369255150554,<=>
RPE_RS10285,ACXYSJ_05955,25.09,279,183,10,52,309,32,305,8.77e-14,67.8,320,0.871875,->
RPE_RS13740,ACXYSJ_12975,75.362,483,110,2,1,474,1,483,0.0,699.0,474,1.018987341772152,<=>
RPE_RS17130,ACXYSJ_09910,76.596,94,20,1,1,94,1,92,2.16e-47,143.0,94,1.0,<=>
RPE_RS04740,ACXYSJ_20185,77.941,204,43,1,1,202,1,204,3.2899999999999997e-115,323.0,202,1.00990099009901,<=>
RPE_RS06175,ACXYSJ_15200,88.23,1181,138,1,1,1180,1,1181,0.0,2137.0,1183,0.9983093829247676,<=>
RPE_RS11985,ACXYSJ_08435,84.127,567,89,1,1,567,1,566,0.0,979.0,575,0.9860869565217392,<=>
RPE_RS12640,ACXYSJ_21935,28.261,138,92,3,63,195,405,540,7.21e-05,42.7,677,0.2038404726735598,<=>
RPE_RS07225,ACXYSJ_05700,76.136,88,21,0,1,88,1,88,7.539999999999999e-46,139.0,94,0.9361702127659575,<=>
RPE_RS17440,ACXYSJ_18095,59.5,200,81,0,1,200,1,200,3.13e-76,227.0,223,0.8968609865470852,<=>
RPE_RS12880,ACXYSJ_11350,83.721,473,77,0,1,473,1,473,0.0,801.0,475,0.9957894736842106,<=>
RPE_RS12990,ACXYSJ_11420,82.642,265,46,0,1,265,1,265,7.11e-158,437.0,274,0.9671532846715328,<=>
RPE_RS02405,ACXYSJ_24320,90.217,368,36,0,1,368,1,368,0.0,683.0,371,0.9919137466307277,<=>
RPE_RS01940,ACXYSJ_00590,85.185,297,41,1,1,294,1,297,5.82e-180,495.0,294,1.010204081632653,<=>
RPE_RS08395,ACXYSJ_16850,76.763,241,52,2,14,250,8,248,1.57e-138,388.0,264,0.9128787878787878,<=>
RPE_RS01310,ACXYSJ_02295,85.345,928,136,0,5,932,7,934,0.0,1662.0,932,0.9957081545064378,<=>
RPE_RS12000,ACXYSJ_14890,70.663,392,115,0,2,393,3,394,0.0,546.0,411,0.9537712895377128,<=>
RPE_RS04840,ACXYSJ_14225,75.524,143,34,1,1,143,1,142,7.5e-75,217.0,148,0.9662162162162162,->
RPE_RS17050,ACXYSJ_03985,80.714,420,81,0,1,420,1,420,0.0,672.0,420,1.0,<=>
RPE_RS05720,ACXYSJ_18790,85.714,28,4,0,37,64,1,28,2.84e-11,52.0,137,0.20437956204379562,<=>
RPE_RS18985,ACXYSJ_16355,83.898,590,95,0,1,590,1,590,0.0,951.0,590,1.0,<=>
RPE_RS13975,ACXYSJ_12505,73.84,539,141,0,1,539,21,559,0.0,806.0,539,1.0,<=>
RPE_RS21260,ACXYSJ_02375,23.239,142,104,3,58,196,28,167,9.05e-06,43.9,409,0.3471882640586797,->
RPE_RS06215,ACXYSJ_21490,73.165,395,106,0,1,395,1,395,0.0,548.0,397,0.9949622166246851,<=>
RPE_RS14430,ACXYSJ_22610,55.451,532,210,5,17,524,17,545,0.0,540.0,533,0.99812382739212,->
RPE_RS02925,ACXYSJ_22400,75.458,273,67,0,1,273,1,273,4.92e-153,425.0,277,0.9855595667870036,<=>
RPE_RS13055,ACXYSJ_02560,42.529,174,100,0,187,360,5,178,2.51e-37,139.0,361,0.481994459833795,->
RPE_RS07685,ACXYSJ_17450,42.4,125,70,1,1,123,1,125,1.4900000000000002e-32,108.0,125,1.0,<=>
RPE_RS04025,ACXYSJ_01130,72.407,482,133,0,1,482,1,482,0.0,709.0,490,0.9836734693877551,<=>
RPE_RS14105,ACXYSJ_16505,38.961,154,82,6,13,157,7,157,4.78e-06,44.3,310,0.4967741935483871,->
RPE_RS19285,ACXYSJ_18885,47.619,189,94,2,4,189,2,188,1.24e-51,165.0,241,0.7842323651452282,<=>
RPE_RS23455,ACXYSJ_04490,76.341,410,97,0,1,410,1,410,0.0,641.0,414,0.9903381642512077,<=>
RPE_RS21430,ACXYSJ_06645,61.991,442,118,5,1,402,1,432,5.39e-167,472.0,402,1.099502487562189,<=>
RPE_RS02335,ACXYSJ_01830,72.867,844,223,2,1,844,1,838,0.0,1228.0,844,1.0,<=>
RPE_RS24385,ACXYSJ_22295,62.992,254,93,1,3,255,7,260,5.5899999999999996e-114,325.0,255,0.996078431372549,<=>
RPE_RS18005,ACXYSJ_08970,77.708,637,126,1,24,644,52,688,0.0,971.0,660,0.9651515151515152,<=>
RPE_RS04555,ACXYSJ_21760,47.319,634,286,6,25,618,25,650,2.04e-180,523.0,618,1.0258899676375404,<=>
RPE_RS08805,ACXYSJ_19835,87.732,269,33,0,1,269,1,269,1.41e-174,479.0,269,1.0,<=>
RPE_RS03675,ACXYSJ_24215,28.655,171,104,7,4,165,65,226,3.7e-07,47.4,257,0.6653696498054474,->
RPE_RS19500,ACXYSJ_11030,25.263,190,138,2,1,186,1,190,1.99e-10,55.1,200,0.95,->
RPE_RS14855,ACXYSJ_04960,29.697,165,94,6,48,209,57,202,5.51e-05,43.5,733,0.22510231923601637,->
RPE_RS17135,ACXYSJ_09905,69.697,264,80,0,1,264,1,264,2.36e-130,367.0,268,0.9850746268656716,<=>
RPE_RS19650,ACXYSJ_19190,74.648,142,36,0,27,168,26,167,9.089999999999999e-68,201.0,168,0.8452380952380952,<=>
RPE_RS03125,ACXYSJ_14010,78.333,60,13,0,1,60,1,60,4.87e-31,99.8,60,1.0,->
RPE_RS08430,ACXYSJ_16810,80.075,266,53,0,1,266,1,266,4.03e-161,445.0,268,0.9925373134328358,<=>
RPE_RS10130,ACXYSJ_15375,86.417,427,58,0,1,427,1,427,0.0,743.0,427,1.0,<=>
RPE_RS13490,ACXYSJ_19320,69.737,76,22,1,1,75,1,76,4.8199999999999994e-34,108.0,75,1.0133333333333334,<=>
RPE_RS12900,ACXYSJ_11370,72.277,404,112,0,1,404,1,404,0.0,570.0,404,1.0,<=>
RPE_RS05470,ACXYSJ_17780,40.058,342,187,7,1,335,1,331,4.37e-71,221.0,338,1.0118343195266273,->
RPE_RS10635,ACXYSJ_08005,88.968,562,61,1,1,561,1,562,0.0,912.0,561,1.0017825311942958,<=>
RPE_RS12600,ACXYSJ_11090,94.588,813,39,2,1,808,1,813,0.0,1550.0,808,1.006188118811881,<=>
RPE_RS21185,ACXYSJ_07530,28.261,92,61,1,134,220,164,255,0.000155,38.9,243,0.3786008230452675,->
RPE_RS16900,ACXYSJ_10140,94.969,318,16,0,1,318,1,318,0.0,586.0,318,1.0,<=>
RPE_RS02150,ACXYSJ_01990,75.714,210,43,3,5,211,13,217,4.01e-100,287.0,218,0.963302752293578,<=>
RPE_RS06900,ACXYSJ_04810,60.397,856,337,1,16,871,16,869,0.0,1024.0,879,0.9738339021615472,<=>
RPE_RS23900,ACXYSJ_22615,72.727,154,42,0,1,154,1,154,9.72e-72,210.0,158,0.9746835443037974,<=>
RPE_RS24460,ACXYSJ_22370,71.277,94,27,0,1,94,1,94,2.3000000000000002e-33,108.0,99,0.9494949494949495,<=>
RPE_RS12680,ACXYSJ_11160,92.534,442,33,0,1,442,1,442,0.0,852.0,442,1.0,<=>
RPE_RS00460,ACXYSJ_02090,82.077,597,104,1,1,597,1,594,0.0,954.0,600,0.995,<=>
RPE_RS01525,ACXYSJ_24115,86.122,245,34,0,1,245,1,245,4.35e-143,397.0,246,0.9959349593495935,<=>
RPE_RS19785,ACXYSJ_19355,80.435,138,27,0,1,138,1,138,9.490000000000001e-87,246.0,138,1.0,<=>
RPE_RS17465,ACXYSJ_13460,89.736,341,35,0,1,341,1,341,0.0,536.0,341,1.0,<=>
RPE_RS17655,ACXYSJ_09705,74.497,894,223,3,1,889,1,894,0.0,1358.0,895,0.9988826815642458,<=>
RPE_RS01160,ACXYSJ_02220,87.568,185,23,0,1,185,1,185,2.42e-119,332.0,185,1.0,<=>
RPE_RS04520,ACXYSJ_22880,70.707,396,115,1,1,395,1,396,0.0,578.0,395,1.0025316455696203,<=>
RPE_RS14540,ACXYSJ_11745,71.512,172,44,2,1,167,1,172,3.37e-75,220.0,169,1.017751479289941,<=>
RPE_RS22910,ACXYSJ_05275,79.888,537,106,2,1,536,1,536,0.0,860.0,536,1.001865671641791,<=>
RPE_RS23660,ACXYSJ_04380,58.333,132,55,0,1,132,1,132,2.17e-55,167.0,134,0.9850746268656716,<=>
RPE_RS02320,ACXYSJ_01845,82.573,241,42,0,1,241,1,241,1.63e-146,406.0,241,1.0,<=>
RPE_RS16875,ACXYSJ_10170,83.019,159,27,0,1,159,1,159,2.19e-93,265.0,164,0.9695121951219512,<=>
RPE_RS14035,ACXYSJ_12445,94.915,177,9,0,81,257,80,256,5.67e-125,353.0,259,0.6833976833976834,<=>
RPE_RS19940,ACXYSJ_00520,30.493,223,130,10,131,334,86,302,3.78e-06,45.1,364,0.6126373626373627,<=>
RPE_RS18065,ACXYSJ_08930,95.804,143,6,0,1,143,1,143,1.07e-100,282.0,143,1.0,<=>
RPE_RS12170,ACXYSJ_19720,33.803,71,47,0,10,80,5,75,8.67e-09,45.1,82,0.8658536585365854,<=>
RPE_RS11405,ACXYSJ_15025,88.571,105,12,0,1,105,1,105,4.6800000000000004e-65,189.0,105,1.0,<=>
RPE_RS03725,ACXYSJ_21830,78.738,301,64,0,1,301,1,301,1.0199999999999999e-174,482.0,301,1.0,<=>
RPE_RS21705,ACXYSJ_04680,83.843,229,35,1,1,227,1,229,6.91e-143,396.0,231,0.9913419913419913,<=>
RPE_RS02960,ACXYSJ_03015,53.351,373,172,1,23,393,31,403,3.7e-141,405.0,393,0.9491094147582697,->
RPE_RS16760,ACXYSJ_20395,56.122,98,42,1,6,103,6,102,1.2600000000000002e-31,104.0,103,0.9514563106796117,<=>
RPE_RS05005,ACXYSJ_16690,53.271,214,97,2,1,211,1,214,1.34e-72,217.0,213,1.0046948356807512,<=>
RPE_RS07085,ACXYSJ_04975,75.258,97,24,0,1,97,1,97,2.66e-47,143.0,97,1.0,<=>
RPE_RS23385,ACXYSJ_15630,91.892,370,30,0,1,370,1,370,0.0,715.0,370,1.0,<=>
RPE_RS19815,ACXYSJ_19385,91.667,156,13,0,1,156,1,156,7.91e-108,301.0,159,0.9811320754716981,<=>
RPE_RS01435,ACXYSJ_23995,86.639,726,94,2,10,733,12,736,0.0,1254.0,733,0.990450204638472,<=>
RPE_RS04675,ACXYSJ_20280,71.069,318,83,2,24,341,23,331,9.23e-159,445.0,341,0.9325513196480938,<=>
RPE_RS02075,ACXYSJ_24480,58.197,366,147,3,1,364,1,362,7.41e-145,412.0,364,1.0054945054945055,<=>
RPE_RS02445,ACXYSJ_00860,74.39,246,63,0,20,265,14,259,1.5999999999999998e-134,377.0,265,0.9283018867924528,<=>
RPE_RS22575,ACXYSJ_21305,82.353,374,66,0,13,386,19,392,0.0,580.0,387,0.9664082687338501,<=>
RPE_RS14635,ACXYSJ_13170,78.215,381,83,0,1,381,1,381,0.0,622.0,418,0.9114832535885168,<=>
RPE_RS12115,ACXYSJ_14280,64.348,460,163,1,1,460,1,459,0.0,575.0,480,0.9583333333333334,<=>
RPE_RS05065,ACXYSJ_18065,85.123,3119,427,11,1,3114,1,3087,0.0,5150.0,3114,1.0016056518946692,<=>
RPE_RS09085,ACXYSJ_06995,63.717,565,204,1,5,569,5,568,0.0,659.0,569,0.9929701230228472,<=>
RPE_RS16370,ACXYSJ_14815,62.0,150,52,2,60,209,86,230,1.23e-57,179.0,209,0.7177033492822966,<=>
RPE_RS14725,ACXYSJ_13335,88.889,189,21,0,1,189,1,189,3.97e-127,352.0,189,1.0,<=>
RPE_RS16130,ACXYSJ_01340,28.788,396,249,13,15,396,13,389,6.0400000000000005e-27,108.0,403,0.9826302729528535,->
RPE_RS01700,ACXYSJ_24275,97.525,202,5,0,1,202,1,202,5.81e-147,404.0,202,1.0,<=>
RPE_RS03455,ACXYSJ_18385,27.273,209,127,7,7,208,17,207,6.13e-10,54.7,233,0.8969957081545065,<=>
RPE_RS03145,ACXYSJ_14000,72.294,231,63,1,1,230,1,231,2.53e-116,328.0,230,1.0043478260869565,<=>
RPE_RS20785,ACXYSJ_05540,69.751,562,170,0,1,562,1,562,0.0,769.0,562,1.0,->
RPE_RS11610,ACXYSJ_08490,86.232,276,38,0,1,276,1,276,1.62e-180,495.0,276,1.0,<=>
RPE_RS21325,ACXYSJ_06710,90.0,140,14,0,1,140,1,140,9.73e-89,251.0,140,1.0,<=>
RPE_RS06315,ACXYSJ_20835,77.212,452,101,1,11,462,1,450,0.0,692.0,464,0.9741379310344828,<=>
RPE_RS20205,ACXYSJ_11110,33.673,98,59,2,3,100,13,104,7.76e-05,35.8,100,0.98,->
RPE_RS07130,ACXYSJ_05010,63.551,214,70,6,4,210,30,242,5.29e-80,236.0,210,1.019047619047619,<=>
RPE_RS14745,ACXYSJ_13360,85.993,614,86,0,1,614,1,614,0.0,1041.0,614,1.0,<=>
RPE_RS12160,ACXYSJ_15005,61.194,67,26,0,1,67,1,67,2.4099999999999997e-23,80.9,67,1.0,<=>
RPE_RS24850,ACXYSJ_01475,78.715,249,47,3,88,335,34,277,1.85e-126,362.0,352,0.7073863636363636,<=>
RPE_RS15515,ACXYSJ_05890,30.769,156,101,3,3,155,12,163,1.48e-20,80.5,162,0.9629629629629629,->
RPE_RS04250,ACXYSJ_15645,86.747,249,33,0,9,257,3,251,3.2200000000000003e-167,460.0,264,0.9431818181818182,<=>
RPE_RS14125,ACXYSJ_12200,75.369,203,50,0,1,203,1,203,1.03e-112,317.0,203,1.0,<=>
RPE_RS06110,ACXYSJ_20820,70.339,118,35,0,1,118,1,118,2.75e-61,181.0,119,0.9915966386554622,<=>
RPE_RS01640,ACXYSJ_24220,88.803,518,51,4,1,511,1,518,0.0,852.0,511,1.0136986301369864,<=>
RPE_RS25420,ACXYSJ_02965,60.465,43,15,1,1,43,1,41,2.33e-12,51.6,45,0.9555555555555556,<=>
RPE_RS01065,ACXYSJ_01640,84.358,179,26,2,1,178,1,178,2.6100000000000003e-110,310.0,189,0.9470899470899471,<=>
RPE_RS08470,ACXYSJ_16755,87.452,1036,128,2,1,1035,1,1035,0.0,1855.0,1035,1.0009661835748793,<=>
RPE_RS22695,ACXYSJ_21435,88.302,265,31,0,1,265,1,265,1.2500000000000001e-179,491.0,265,1.0,<=>
RPE_RS00495,ACXYSJ_05380,35.714,56,36,0,56,111,88,143,0.000165,38.5,232,0.2413793103448276,->
RPE_RS11765,ACXYSJ_08695,65.744,289,83,4,22,308,20,294,6.71e-129,367.0,311,0.9292604501607717,<=>
RPE_RS18420,ACXYSJ_21450,78.161,87,19,0,8,94,6,92,1.68e-44,136.0,96,0.90625,<=>
RPE_RS19530,ACXYSJ_18285,25.566,309,174,11,48,339,43,312,2.41e-08,52.4,380,0.8131578947368421,->
RPE_RS14055,ACXYSJ_12425,65.306,245,85,0,1,245,1,245,3.4099999999999994e-104,299.0,245,1.0,<=>
RPE_RS18405,ACXYSJ_14975,73.288,146,39,0,28,173,11,156,4.4500000000000006e-79,229.0,174,0.8390804597701149,<=>
RPE_RS18845,ACXYSJ_07230,69.189,185,56,1,1,185,1,184,2.1e-81,236.0,185,1.0,<=>
RPE_RS05565,ACXYSJ_12090,31.034,145,97,1,199,343,179,320,6.12e-15,72.8,401,0.36159600997506236,->
RPE_RS21995,ACXYSJ_20570,82.979,517,88,0,1,517,1,517,0.0,810.0,536,0.9645522388059702,<=>
RPE_RS06930,ACXYSJ_04835,80.583,206,40,0,1,206,1,206,3.7699999999999995e-126,352.0,206,1.0,<=>
RPE_RS19155,ACXYSJ_19915,25.581,129,94,2,32,160,752,878,1.3e-06,45.1,201,0.6417910447761194,->
RPE_RS09525,ACXYSJ_15975,83.333,96,16,0,1,96,1,96,4.93e-55,163.0,96,1.0,<=>
RPE_RS13145,ACXYSJ_11540,77.043,257,49,2,25,280,27,274,1.6799999999999998e-138,389.0,280,0.9178571428571428,<=>
RPE_RS09260,ACXYSJ_16245,57.584,356,151,0,27,382,26,381,1.84e-153,436.0,404,0.8811881188118812,<=>
RPE_RS09915,ACXYSJ_06885,54.286,35,16,0,36,70,37,71,2.57e-06,41.6,117,0.29914529914529914,->
RPE_RS10770,ACXYSJ_08140,81.873,331,55,2,1,331,1,326,0.0,517.0,333,0.993993993993994,<=>
RPE_RS20575,ACXYSJ_05555,42.953,298,166,3,25,320,30,325,5.35e-81,246.0,322,0.9254658385093167,<=>
RPE_RS07845,ACXYSJ_17320,68.072,332,101,4,1,329,1,330,1.34e-100,296.0,330,1.006060606060606,<=>
RPE_RS00985,ACXYSJ_01725,77.273,132,30,0,5,136,4,135,2.4e-73,213.0,139,0.9496402877697842,<=>
RPE_RS11355,ACXYSJ_15040,66.234,77,25,1,7,82,6,82,3.15e-29,98.2,94,0.8191489361702128,<=>
RPE_RS00055,ACXYSJ_23025,84.094,723,115,0,1,723,1,723,0.0,1210.0,725,0.9972413793103448,<=>
RPE_RS06700,ACXYSJ_06295,90.909,484,43,1,1,483,1,484,0.0,918.0,483,1.0020703933747412,<=>
RPE_RS19805,ACXYSJ_19375,88.535,157,18,0,1,157,2,158,1.0900000000000001e-100,283.0,161,0.9751552795031055,<=>
RPE_RS16995,ACXYSJ_10060,87.179,156,20,0,1,156,1,156,9.81e-97,273.0,156,1.0,<=>
RPE_RS09365,ACXYSJ_16130,85.028,541,77,2,1,541,1,537,0.0,897.0,541,1.0,<=>
RPE_RS03480,ACXYSJ_02465,88.889,459,48,2,1,457,1,458,0.0,773.0,457,1.0043763676148796,<=>
RPE_RS24235,ACXYSJ_22145,76.923,65,15,0,1,65,1,65,1.5600000000000002e-21,76.3,65,1.0,<=>
RPE_RS03630,ACXYSJ_22810,84.302,344,54,0,1,344,1,344,0.0,597.0,347,0.9913544668587896,<=>
RPE_RS08235,ACXYSJ_16965,75.0,264,60,2,5,264,5,266,1.0099999999999999e-126,358.0,279,0.946236559139785,<=>
RPE_RS04765,ACXYSJ_20165,73.934,211,55,0,1,211,1,211,4.23e-114,322.0,211,1.0,<=>
RPE_RS06070,ACXYSJ_06680,39.252,107,56,4,7,109,5,106,2.15e-09,52.0,354,0.3022598870056497,->
RPE_RS11010,ACXYSJ_00265,39.051,274,153,5,17,276,4,277,1.73e-44,149.0,280,0.9785714285714285,->
RPE_RS02985,ACXYSJ_18220,80.0,160,32,0,1,160,10,169,3.1799999999999996e-94,267.0,160,1.0,<=>
RPE_RS07140,ACXYSJ_05020,76.651,424,99,0,13,436,17,440,0.0,677.0,447,0.9485458612975392,<=>
RPE_RS20460,ACXYSJ_19560,34.161,322,146,13,1,283,1,295,3.12e-20,85.5,283,1.137809187279152,<=>
RPE_RS01945,ACXYSJ_00580,70.845,343,100,0,1,343,1,343,1.71e-168,470.0,343,1.0,<=>
RPE_RS03785,ACXYSJ_21890,42.331,163,84,1,66,218,53,215,1.4e-22,88.6,218,0.7477064220183486,<=>
RPE_RS13170,ACXYSJ_11575,76.106,339,79,1,1,339,3,339,1.73e-178,495.0,342,0.9912280701754386,<=>
RPE_RS16090,ACXYSJ_16365,40.26,385,222,3,3,383,5,385,6.76e-97,291.0,385,1.0,->
RPE_RS21395,ACXYSJ_06680,92.623,122,9,0,1,122,1,122,3.72e-82,233.0,122,1.0,<=>
RPE_RS00080,ACXYSJ_23050,82.449,245,43,0,1,245,1,245,2.7199999999999997e-159,438.0,245,1.0,<=>
RPE_RS11915,ACXYSJ_08345,78.74,508,108,0,1,508,1,508,0.0,818.0,510,0.996078431372549,<=>
RPE_RS06690,ACXYSJ_06285,89.79,333,33,1,1,332,1,333,0.0,589.0,332,1.0030120481927711,<=>
RPE_RS19645,ACXYSJ_16220,71.154,260,74,1,397,656,1,259,1.1300000000000001e-97,297.0,656,0.39634146341463417,->
RPE_RS18945,ACXYSJ_07095,89.691,388,40,0,23,410,23,410,0.0,720.0,410,0.9463414634146341,<=>
RPE_RS26205,ACXYSJ_13560,50.769,390,192,0,3,392,18,407,2.2e-145,417.0,405,0.9629629629629629,->
RPE_RS08215,ACXYSJ_16995,92.233,206,16,0,1,206,1,206,8.18e-145,399.0,206,1.0,<=>
RPE_RS11260,ACXYSJ_08680,85.95,242,34,0,20,261,1,242,6.15e-135,377.0,261,0.9272030651340997,<=>
RPE_RS13755,ACXYSJ_12960,83.622,1038,167,2,1,1035,1,1038,0.0,1658.0,1035,1.0028985507246377,<=>
RPE_RS08570,ACXYSJ_16500,87.266,267,33,1,1,266,1,267,2.79e-175,481.0,266,1.0037593984962405,<=>
RPE_RS06880,ACXYSJ_06480,81.124,694,130,1,10,703,9,701,0.0,1146.0,706,0.9830028328611898,<=>
RPE_RS19725,ACXYSJ_19275,76.562,192,44,1,16,207,21,211,2.88e-101,289.0,207,0.927536231884058,<=>
RPE_RS08365,ACXYSJ_16875,86.222,225,31,0,1,225,1,225,2.69e-145,402.0,234,0.9615384615384616,<=>
RPE_RS02620,ACXYSJ_02890,79.63,216,44,0,1,216,1,216,3.42e-124,347.0,218,0.9908256880733946,<=>
RPE_RS19015,ACXYSJ_16375,80.325,615,121,0,9,623,17,631,0.0,1026.0,624,0.9855769230769231,<=>
RPE_RS06685,ACXYSJ_06280,85.623,313,45,0,1,313,1,313,0.0,529.0,313,1.0,<=>
RPE_RS18790,ACXYSJ_07280,70.196,255,74,2,1,255,1,253,1.6e-117,334.0,266,0.9586466165413534,<=>
RPE_RS15335,ACXYSJ_14350,89.583,240,25,0,11,250,10,249,1.2800000000000001e-161,445.0,250,0.96,<=>
RPE_RS24735,ACXYSJ_06470,33.898,118,62,3,20,131,24,131,2.47e-06,44.7,264,0.44696969696969696,->
RPE_RS01455,ACXYSJ_24015,85.256,468,69,0,1,468,1,468,0.0,812.0,468,1.0,<=>
RPE_RS20095,ACXYSJ_18995,93.612,814,52,0,1,814,1,814,0.0,1548.0,814,1.0,<=>
RPE_RS19055,ACXYSJ_04190,35.036,137,83,5,11,143,1,135,1.89e-05,42.4,300,0.45666666666666667,->
RPE_RS18465,ACXYSJ_08310,91.231,593,52,0,9,601,11,603,0.0,1120.0,601,0.9866888519134775,<=>
RPE_RS07230,ACXYSJ_05190,83.505,194,31,1,1,194,1,193,3.54e-105,301.0,235,0.825531914893617,<=>
RPE_RS04975,ACXYSJ_16680,93.75,96,6,0,1,96,1,96,1.2600000000000001e-64,187.0,96,1.0,<=>
RPE_RS21485,ACXYSJ_06615,82.136,515,90,1,1,513,1,515,0.0,780.0,513,1.003898635477583,<=>
RPE_RS22580,ACXYSJ_21310,73.464,407,103,3,2,405,4,408,0.0,583.0,405,1.0049382716049382,<=>
